Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',25,nM,7.6,,,UO_0000065,,,,,0,CHEMBL5445813,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-21,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,CP-690550,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',112,nM,6.95,,,UO_0000065,22.25,0.41,5.41,7.82,0,CHEMBL1016954,Inhibition of JAK1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152817,1,Scientific Literature,Science,2003,None,,,,112
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',4379,nM,5.36,,,UO_0000065,,,,,0,CHEMBL5445818,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine GM-CSF,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,326,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',45,nM,7.35,,,UO_0000065,19.31,0.37,4.44,9.38,0,CHEMBL5231720,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5230126,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR,,0.045
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,2,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',1053,nM,5.98,,,UO_0000065,19.51,0.35,2.51,7.19,0,CHEMBL3382735,Inhibition of JAK1 in human whole blood assessed as inhibition of IL-6-induced pSTAT1,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3638178,Blood,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351789,1,Scientific Literature,J Med Chem,2014,None,,,,1053
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',4,nM,8.4,,,UO_0000065,22.61,0.44,7.3,6.97,1,CHEMBL4812333,Inhibition of recombinant human N-terminal GST-tagged JAK1 (850 to 1154 residues) expressed in baculovirus expression system,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4811248,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR,,4
CHEMBL1287853,FEDRATINIB,4,524.69,1,4.82,TG101348,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,IC50,'=',12.3,nM,7.91,,,UO_0000065,15.08,0.29,3.09,7.29,0,CHEMBL5373177,Inhibition of JAK1 (unknown origin) incubated for 40 mins in presence of ATP by Kinase-glo luminescent assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5370605,1,Scientific Literature,J Med Chem,2023,None,TIME = 0.6667 hr,INHIBITOR,,12.3
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',19,nM,7.72,,,UO_0000065,,,,,0,CHEMBL5445927,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine INFgamma,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,5,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',8,nM,8.1,,,UO_0000065,21.29,0.41,5.19,10.34,1,CHEMBL4341341,Inhibition of JAK1 (unknown origin) by cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4340527,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,8
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,Filgotinib,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',33,nM,7.48,,,UO_0000065,17.58,0.34,5.5,7.74,0,CHEMBL5154504,Inhibition of recombinant human JAK1 using MGEEPLYWSFPAKKK as substrate incubated for 40 mins in presence of Mg/ATP mixture by [gamma p33]-ATP based scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5150077,1,Scientific Literature,J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,33
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',367,nM,6.43,,,UO_0000065,,,,,0,CHEMBL5445807,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',14,nM,7.85,,,UO_0000065,20.65,0.4,4.94,10.03,0,CHEMBL5445992,Affinity On-target Cellular interaction: (SureFire pSTAT5 Assay kit (phosphorylation of STAT5 in BCR-JAK1 Ba/F3 engineered cells)) EUB0000644a JAK1,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,Mode of action: Inhibitor | Protein family: Protein Kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5445981,65,EUbOPEN Chemogenomic Library Literature Data,,2024,CHEMBL3307634,Affinity On-target Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,14
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.8,nM,8.24,,,UO_0000065,22.18,0.43,7.14,6.83,1,CHEMBL5342284,Inhibition of recombinant epitope tagged JAK1 (unknown origin) (837 to 1142 residues) using peptide substrate in presence of ATP by time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5338778,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,5.8
CHEMBL1078178,MOMELOTINIB,4,414.47,0,2.98,28,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,'=',11,nM,7.96,,,UO_0000065,19.2,0.35,4.98,7.71,0,CHEMBL1108560,Inhibition of GST-tagged JAK1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154287,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,11
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,5,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5159165,Inhibition of recombinant JAK1 (837 to 1142 residues) (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5154743,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,5.9
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,1a,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',1.6,nM,8.8,,,UO_0000065,28.16,0.52,7.26,9.89,1,CHEMBL2378514,Inhibition of JAK1 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 1 hr by filtration assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL2375236,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,1.6
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,CP-690-550,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.15,0.5,6.94,9.54,0,CHEMBL3106996,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3102787,1,Scientific Literature,Bioorg Med Chem,2014,None,,,,3.3
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,3,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',16.5,nM,7.78,,,UO_0000065,18.29,0.35,5.8,8.05,0,CHEMBL5377862,Inhibition of recombinant JAK1 (unknown origin) using GFP-STAT1 as substrate incubated for 1 hr by TR-FRET Lanthascreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5375974,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.0 hr,INHIBITOR,,16.5
CHEMBL4085457,RITLECITINIB,4,285.35,0,1.94,PF-06651600; 6,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,IC50,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL4265555,Inhibition of recombinant human GST-tagged JAK1 using KAIETDKEYYTVKD-NH2 as substrate in presence of 1 mM ATP concentration by coupled PK/LDH assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4261650,1,Scientific Literature,J Med Chem,2018,None,,,,10000
CHEMBL4435170,DEUCRAVACITINIB,4,425.47,0,1.73,EUB0001543a,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',2091,nM,5.68,,,UO_0000065,13.44,0.25,3.95,4.18,0,CHEMBL5479504,Selectivity interaction (STAT-dependent luciferase reporter assay in PBMCs (IL-13 stimulation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,1; CP-690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',178,nM,6.75,,,UO_0000065,,,,,0,CHEMBL5445809,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IFN-g,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',56,nM,7.25,,,UO_0000065,,,,,0,CHEMBL5445812,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-15,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',870,nM,6.06,,,UO_0000065,,,,,0,CHEMBL5445822,Affinity Phenotypic Cellular interaction: (Colony forming cell assays (inhibition of human myeloid progenitor cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,8,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,0,CHEMBL3225237,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3217496,1,Scientific Literature,Medchemcomm,2012,None,,,,3.3
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,11,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,0,CHEMBL4309400,Inhibition of recombinant JAK1 (unknown origin) by alpha-screen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4308837,1,Scientific Literature,J Med Chem,2018,None,,,,43
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,30,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL5131750,Inhibition of N-terminal epitope-tagged JAK1 (837 to 1142 residues) (unknown origin) expressed in Sf21 cells using EQEDEPEGDYFEWLE as substrate in presence of ATP,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,3.3
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',78,nM,7.11,,,UO_0000065,,,,,0,CHEMBL5445921,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4435170,DEUCRAVACITINIB,4,425.47,0,1.73,11; BMS-986165,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',2091,nM,5.68,,,UO_0000065,,,,,0,CHEMBL4377392,Inhibition of JAK1 in human PBMC assessed as decrease in IL13-induced STAT6 phosphorylation in mononuclear cells,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4376812,1,Scientific Literature,J Med Chem,2019,None,,,,2091
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,26; INCB018424,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL4356085,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4354810,1,Scientific Literature,J Med Chem,2020,None,,,,0.0033
CHEMBL3655081,ABROCITINIB,4,323.42,0,1.25,BDBM159748,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,IC50,'=',29,nM,7.54,,302516,UO_0000065,23.31,0.47,6.29,8.28,0,CHEMBL3705503,Enzyme Assay: Test article and assay controls were added to a 384-well plate. Reaction mixtures contained 20 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,31,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',33,nM,7.48,,,UO_0000065,23.95,0.44,5.94,8.41,0,CHEMBL5131754,Inhibition of recombinant JAK1 (unknown origin) using ULight-conjugated JAK-1(Tyr^1023) peptide as substrate measured after 90 mins by microplate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.5 hr,INHIBITOR,,33
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,6,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL4829130,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4828715,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,5.9
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,1b,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',0.8,nM,9.1,,,UO_0000065,29.69,0.54,5.63,10.94,0,CHEMBL2378514,Inhibition of JAK1 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 1 hr by filtration assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL2375236,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.8
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,Ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',5.2,nM,8.28,,,UO_0000065,27.04,0.49,4.81,9.96,0,CHEMBL5319083,Inhibition of JAK1 JH1 domain (unknown origin) using FITC-Ahx-KKSRGDYMTMQIG-NH2 peptide as substrate incubated for 60 mins in the presence of ATP by caliper microfluidic mobility shift technology,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5316322,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.0 hr,INHIBITOR,,5.2
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,5,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',6.4,nM,8.19,,,UO_0000065,26.74,0.49,4.72,9.85,0,CHEMBL3301297,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297690,1,Scientific Literature,J Med Chem,2014,None,,,,6.4
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',4,nM,8.4,,,UO_0000065,,,,,0,CHEMBL5445929,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-13,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1873475,IBRUTINIB,4,440.51,0,4.22,Ibrutinib,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4610788,Inhibition of recombinant human N-terminal GST-tagged JAK1 (850 to 1154 residues) expressed in baculovirus expression system using Ulight-Poly GT as substrate incubated for 2 hrs by Lanthascreen TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4610007,1,Scientific Literature,Bioorg Med Chem,2020,None,,,,1000
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,19,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3000,nM,,Potential transcription error,,UO_0000065,,,,,1,CHEMBL5227216,Inhibition of human JAK1 by western blot assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5226297,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,3
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',0.8,nM,9.1,,,UO_0000065,23.92,0.46,6.19,11.62,0,CHEMBL5319083,Inhibition of JAK1 JH1 domain (unknown origin) using FITC-Ahx-KKSRGDYMTMQIG-NH2 peptide as substrate incubated for 60 mins in the presence of ATP by caliper microfluidic mobility shift technology,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5316322,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.0 hr,INHIBITOR,,0.8
CHEMBL3655081,ABROCITINIB,4,323.42,0,1.25,25; PF-04965842,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,IC50,'=',29,nM,7.54,,,UO_0000065,23.31,0.47,6.29,8.28,1,CHEMBL4022969,Inhibition of recombinant human JAK1 using 5'FAM-KKSRGDYMTMQID as substrate in presence of 1 mM ATP by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020822,1,Scientific Literature,J Med Chem,2018,None,,,,0.029
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,Barcitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5385203,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5380863,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,5.9
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,7,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL5331959,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5331057,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,3.3
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,BDBM103727,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',50.1,nM,7.3,,221696,UO_0000065,17.16,0.33,5.32,7.55,0,CHEMBL3705086,Inhibition Assay: In vitro inhibition assay using various enzyme.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638964,37,BindingDB Patent Bioactivity Data,,2013,None,,,,50.1
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,0,CHEMBL5446113,Affinity Biochemical interaction: (HTRF assay  (0.1 mM ATP)) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Mode of action: Inhibitor | Protein family: Protein Kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5446079,65,EUbOPEN Chemogenomic Library Literature Data,,2024,None,Affinity Biochemical Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,43
